N & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 5\% } & {\tiny 74\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 20\% } & {\tiny 0\% } & {\tiny 3\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } \\
O & {\tiny 12\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 3\% } & {\tiny 2\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 4\% } & {\tiny 96\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 6\% } & {\tiny 0\% } & {\tiny 29\% } & {\tiny 8\% } & {\tiny 0\% } & {\tiny 4\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } \\
P & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 96\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 3\% } & {\tiny 0\% } & {\tiny 8\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } \\
Q & {\tiny 6\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 3\% } & {\tiny 0\% } & {\tiny 56\% } & {\tiny 1\% } & {\tiny 14\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 16\% } & {\tiny 3\% } & {\tiny 13\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } \\
R & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 10\% } & {\tiny 0\% } & {\tiny 82\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } \\
S & {\tiny 2\% } & {\tiny 0\% } & {\tiny 9\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 34\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 2\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 17\% } & {\tiny 0\% } & {\tiny 10\% } & {\tiny 0\% } & {\tiny 6\% } & {\tiny 0\% } & {\tiny 16\% } & {\tiny 9\% } & {\tiny 0\% } \\
T & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 100\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 1\% } & {\tiny 0\% } & {\tiny 0\% } \\
U & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 21\% } & {\tiny 0\% } & {\tiny 79\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 1\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } \\
V & {\tiny 0\% } & {\tiny 39\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 60\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } \\
W & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 60\% } & {\tiny 0\% } & {\tiny 27\% } & {\tiny 0\% } & {\tiny 1\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 1\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } \\
X & {\tiny 0\% } & {\tiny 0\% } & {\tiny 100\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 1\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } \\
Y & {\tiny 0\% } & {\tiny 91\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 10\% } & {\tiny 0\% } & {\tiny 2\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 1\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } \\
Z & {\tiny 90\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 10\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } \\
