K & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 4\% } & {\tiny 0\% } & {\tiny 8\% } & {\tiny 82\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } \\
L & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 74\% } & {\tiny 0\% } & {\tiny 27\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 1\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } \\
M & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 9\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 9\% } & {\tiny 25\% } & {\tiny 55\% } & {\tiny 1\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 9\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } \\
N & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 72\% } & {\tiny 19\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } \\
O & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 2\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 26\% } & {\tiny 0\% } & {\tiny 72\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 6\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } \\
P & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 6\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 68\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 2\% } & {\tiny 2\% } & {\tiny 0\% } & {\tiny 18\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 8\% } \\
Q & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 1\% } & {\tiny 0\% } & {\tiny 46\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 7\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 19\% } & {\tiny 8\% } & {\tiny 17\% } & {\tiny 0\% } \\
R & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 99\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } \\
S & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 85\% } & {\tiny 0\% } & {\tiny 11\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 12\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 1\% } & {\tiny 0\% } & {\tiny 11\% } & {\tiny 0\% } \\
T & {\tiny 5\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 77\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 1\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 8\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } \\
U & {\tiny 0\% } & {\tiny 0\% } & {\tiny 10\% } & {\tiny 0\% } & {\tiny 31\% } & {\tiny 83\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 13\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 1\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 8\% } & {\tiny 0\% } & {\tiny 1\% } & {\tiny 0\% } \\
V & {\tiny 9\% } & {\tiny 0\% } & {\tiny 1\% } & {\tiny 23\% } & {\tiny 97\% } & {\tiny 11\% } & {\tiny 0\% } & {\tiny 24\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 5\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } \\
W & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 82\% } & {\tiny 0\% } & {\tiny 11\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 9\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } \\
X & {\tiny 0\% } & {\tiny 8\% } & {\tiny 87\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } \\
Y & {\tiny 6\% } & {\tiny 27\% } & {\tiny 4\% } & {\tiny 9\% } & {\tiny 46\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 9\% } & {\tiny 9\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 1\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } \\
Z & {\tiny 69\% } & {\tiny 1\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 19\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 1\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 0\% } & {\tiny 19\% } \\
